정류소명,X좌표,Y좌표,정류버스수,행정동,행정동_경도,행정동_위도
숭곡초교입구,127.0321966828,37.6099865112,"5",월곡1동,127.035775560243,37.6105530868712
광운전자공업고등학교,127.0566594175,37.6188660738,"5",월계1동,127.063001311172,37.6198903481161
밤나무골시장,127.0357150484,37.6094604036,"5",월곡1동,127.035775560243,37.6105530868712
성북구보건소,127.0392766903,37.6024463392,"5",월곡2동,127.047886454934,37.6057915694944
월곡삼성래미안아파트,127.0359155138,37.6091337935,"5",월곡1동,127.035775560243,37.6105530868712
광운초교,127.0535579996,37.6194455702,"5",장위3동,127.056605765307,37.6165491221755
월계2교,127.050189794,37.6236626522,"5",장위3동,127.056605765307,37.6165491221755
한국과학기술연구원입구,127.0447746193,37.6043772721,"5",월곡2동,127.047886454934,37.6057915694944
미아사거리역.롯데백화점,127.0301831322,37.6140773192,"5",송중동,127.033793824171,37.6161289893513
석계역1번출구.B,127.0649948772,37.6147956084,"5",월계1동,127.063001311172,37.6198903481161
유원극동아파트,127.0462442958,37.6296773288,"5",월계2동,127.050744898159,37.6324920497049
이문동우체국,127.0618846833,37.5993595908,"5",이문1동,127.065505630651,37.5978219540523
이문동교회,127.0620931253,37.6001047503,"5",이문1동,127.065505630651,37.5978219540523
미아사거리전철역,127.030547612,37.6129620654,"5",송중동,127.033793824171,37.6161289893513
꿈의숲대명루첸아파트,127.0457646759,37.6211985379,"5",장위3동,127.056605765307,37.6165491221755
송중동한일유엔아이,127.0380710764,37.6136824773,"4",장위1동,127.043737294008,37.6140462415576
롯데캐슬루나아파트,127.051330169,37.6252566934,"4",월계1동,127.063001311172,37.6198903481161
삼화상운차고지,127.0529217351,37.6260697433,"4",월계1동,127.063001311172,37.6198903481161
장위동입구,127.0389900579,37.6137718421,"4",장위1동,127.043737294008,37.6140462415576
광운중학교,127.0563325665,37.6189768607,"4",월계1동,127.063001311172,37.6198903481161
장위동동원베네스트.온누리병원,127.059022852,37.6119724842,"4",장위2동,127.054518647758,37.612405557741
상월곡역,127.046498546,37.6053752724,"4",월곡2동,127.047886454934,37.6057915694944
동덕여대앞,127.0427380619,37.6030780961,"4",월곡2동,127.047886454934,37.6057915694944
신이문역,127.0678563313,37.6026369403,"4",이문2동,127.065116407676,37.6033794793655
동문굿모닝힐,127.0375376766,37.6237467257,"4",번2동,127.038804065358,37.6323812548073
꿈의숲롯데캐슬아파트,127.0360478307,37.6186235976,"4",송중동,127.033793824171,37.6161289893513
경남아너스빌.꿈의숲해링턴아파트,127.0346057144,37.6165921427,"4",송중동,127.033793824171,37.6161289893513
미아사거리,127.0305479083,37.6128764327,"4",송중동,127.033793824171,37.6161289893513
월계주공1단지상가,127.051310203,37.6265923178,"4",월계2동,127.050744898159,37.6324920497049
월계종합사회복지관,127.0526217886,37.6274176395,"4",월계2동,127.050744898159,37.6324920497049
월계주공1단지,127.053934509,37.6282447416,"4",월계2동,127.050744898159,37.6324920497049
월계주공2단지,127.0538662482,37.6283161379,"4",월계2동,127.050744898159,37.6324920497049
월계공단,127.0515537888,37.6268574729,"4",월계2동,127.050744898159,37.6324920497049
신창중학교후문,127.0470997037,37.6281242037,"4",월계2동,127.050744898159,37.6324920497049
공릉1동삼익아파트,127.0727222831,37.6177869251,"4",공릉1동,127.073821311766,37.624835901032
장위사거리,127.0616252459,37.6118111213,"4",석관동,127.061437018874,37.6129823955615
하나은행장위동지점,127.050071714,37.6162620089,"4",장위2동,127.054518647758,37.612405557741
장위동원천주유소,127.0528292046,37.614534338,"4",장위2동,127.054518647758,37.612405557741
장위2동주민센터,127.0555666051,37.6121148984,"4",장위2동,127.054518647758,37.612405557741
송중동주민센터,127.0334409227,37.6161138157,"4",송중동,127.033793824171,37.6161289893513
주공1.2단지한진아파트,127.0447050265,37.6253152724,"4",번3동,127.046607942442,37.6258733091828
신원아파트.북서울꿈의교회,127.0441844335,37.6261041404,"4",번3동,127.046607942442,37.6258733091828
기산아파트.2단지후문,127.044169,37.627605,"4",번3동,127.046607942442,37.6258733091828
주공3단지정문,127.0423026429,37.6282553209,"4",번3동,127.046607942442,37.6258733091828
한양아파트입구.삼덕상운,127.0409978842,37.6280100024,"4",번3동,127.046607942442,37.6258733091828
장위시장,127.0505774991,37.6133526801,"4",장위2동,127.054518647758,37.612405557741
어해랑앞,127.0528928338,37.6140191724,"4",장위2동,127.054518647758,37.612405557741
세광빌라,127.0541403238,37.6146242681,"4",장위2동,127.054518647758,37.612405557741
관문약국,127.0552756249,37.6156235698,"4",장위3동,127.056605765307,37.6165491221755
우리랜드사우나,127.0562820489,37.6167577229,"4",장위3동,127.056605765307,37.6165491221755
인덕대학,127.0553103774,37.6279484387,"3",월계2동,127.050744898159,37.6324920497049
월계주공108동앞롯데캐슬루나아파트,127.0525763998,37.6262050932,"3",월계2동,127.050744898159,37.6324920497049
꿈의숲주차장입구,127.0454331119,37.6208240912,"3",장위3동,127.056605765307,37.6165491221755
동방고개,127.038206836,37.6137042583,"3",장위1동,127.043737294008,37.6140462415576
장위동그린빌아파트,127.0430151093,37.617937351,"3",장위1동,127.043737294008,37.6140462415576
종암SK아파트,127.0375096145,37.6020920985,"3",종암동,127.035212918853,37.5990602270364
종암사거리,127.0312411151,37.603735216,"3",종암동,127.035212918853,37.5990602270364
돌곶이역8번출구,127.0564838332,37.6104997577,"3",석관동,127.061437018874,37.6129823955615
상진운수종점,127.064634292,37.6113152338,"3",석관동,127.061437018874,37.6129823955615
석관중고등학교앞,127.0640834652,37.6092970443,"3",석관동,127.061437018874,37.6129823955615
석관고등학교,127.0646596925,37.6089157451,"3",석관동,127.061437018874,37.6129823955615
강북문화정보도서관,127.0368186991,37.6259025793,"3",번2동,127.038804065358,37.6323812548073
송중동경남아너스빌정문,127.0341744435,37.6133294336,"3",송중동,127.033793824171,37.6161289893513
장석교회,127.0507232661,37.6240753212,"3",월계1동,127.063001311172,37.6198903481161
장곡초교앞,127.047631684,37.617751121,"3",장위1동,127.043737294008,37.6140462415576
자산약국.월곡전철역입구.6호선,127.0392563635,37.6043332529,"3",월곡2동,127.047886454934,37.6057915694944
월곡로데오거리,127.0443385353,37.6053405371,"3",월곡2동,127.047886454934,37.6057915694944
장월초등학교,127.048608795,37.6235755993,"2",장위3동,127.056605765307,37.6165491221755
삼화상운,127.0506539883,37.6268866383,"2",월계2동,127.050744898159,37.6324920497049
염광중학교후문,127.0510547779,37.6303417009,"2",월계2동,127.050744898159,37.6324920497049
월계중학교,127.0510560694,37.630071307,"2",월계2동,127.050744898159,37.6324920497049
8번지입구,127.0378623074,37.6137607716,"2",송중동,127.033793824171,37.6161289893513
양지빌라,127.0380219999,37.6150510498,"2",송중동,127.033793824171,37.6161289893513
제일슈퍼,127.0324539222,37.6221591128,"2",송중동,127.033793824171,37.6161289893513
홈빌라트,127.0327335304,37.6212046995,"2",송중동,127.033793824171,37.6161289893513
꿈의숲해링턴아파트101동앞,127.0329630814,37.6201099957,"2",송중동,127.033793824171,37.6161289893513
꿈의숲해링턴아파트105동앞,127.0332567789,37.6187106157,"2",송중동,127.033793824171,37.6161289893513
꿈의숲해링턴아파트108동앞,127.0339622827,37.6166130305,"2",송중동,127.033793824171,37.6161289893513
현대백화점.E마트.빅토리아호텔,127.0303895711,37.6101863099,"2",송중동,127.033793824171,37.6161289893513
번3동주민센터,127.0465978798,37.6261664542,"2",번3동,127.046607942442,37.6258733091828
화진연립,127.0607459164,37.6158671576,"2",월계1동,127.063001311172,37.6198903481161
농협,127.0643087487,37.6166561525,"2",월계1동,127.063001311172,37.6198903481161
미니슈퍼,127.0567985088,37.596656082,"2",이문1동,127.065505630651,37.5978219540523
외대.경희대후문,127.057167,37.598359,"2",이문1동,127.065505630651,37.5978219540523
두산아파트후문,127.0403773164,37.6059432979,"2",월곡2동,127.047886454934,37.6057915694944
경남아너스빌정문,127.0343615962,37.6130464866,"2",송중동,127.033793824171,37.6161289893513
생명의전화로터리,127.0378041515,37.6038808662,"2",월곡2동,127.047886454934,37.6057915694944
월곡시장.동덕여대오거리,127.0426687904,37.6041718432,"2",월곡2동,127.047886454934,37.6057915694944
동덕여대부속유치원앞,127.0453973712,37.6061943161,"2",월곡2동,127.047886454934,37.6057915694944
동아아파트정문앞,127.0461004079,37.6068995239,"2",월곡2동,127.047886454934,37.6057915694944
월곡중학교입구,127.0470940841,37.6076246562,"2",월곡2동,127.047886454934,37.6057915694944
빙그레슈퍼,127.0476355336,37.609799438,"2",장위2동,127.054518647758,37.612405557741
장위천주교앞,127.0489687926,37.6126118768,"2",장위2동,127.054518647758,37.612405557741
나약국,127.0414490129,37.6143145571,"2",장위1동,127.043737294008,37.6140462415576
교육촌.벼루말,127.0524930629,37.6220024041,"2",월계1동,127.063001311172,37.6198903481161
꿈의숲SK뷰아파트,127.053815641,37.6206463998,"2",월계1동,127.063001311172,37.6198903481161
남대문중학교,127.0553773123,37.6172416885,"2",장위3동,127.056605765307,37.6165491221755
월계주공1단지아파트앞,127.0514996814,37.6262352088,"1",월계2동,127.050744898159,37.6324920497049
월계역신도브래뉴아파트앞,127.057808,37.629458,"1",월계2동,127.050744898159,37.6324920497049
송중동주민센터앞,127.033446797,37.6160637895,"1",송중동,127.033793824171,37.6161289893513
흥진빌라,127.0523484169,37.6223084374,"1",월계1동,127.063001311172,37.6198903481161
숭곡초교후문,127.0328803629,37.6092867313,"1",월곡1동,127.035775560243,37.6105530868712
월곡아남아파트,127.0345078006,37.6064757542,"1",월곡1동,127.035775560243,37.6105530868712
월곡동신아파트,127.0360628034,37.6045535336,"1",월곡1동,127.035775560243,37.6105530868712
대농빌라앞,127.0433257276,37.6018387668,"1",월곡2동,127.047886454934,37.6057915694944
월곡2SH빌아파트,127.042078554,37.5972359828,"1",월곡2동,127.047886454934,37.6057915694944
신종월교,127.0412654657,37.5975815105,"1",월곡2동,127.047886454934,37.6057915694944
월곡래미안루나밸리,127.0411526517,37.5999329183,"1",월곡2동,127.047886454934,37.6057915694944
석관고등학교후문,127.06638354,37.6108062293,"1",석관동,127.061437018874,37.6129823955615
석계역1번출구,127.06492,37.614739,"1",석관동,127.061437018874,37.6129823955615
8번지슈퍼,127.038032244,37.6158503874,"1",송중동,127.033793824171,37.6161289893513
삼우하이츠빌라,127.0371919371,37.6160925583,"1",송중동,127.033793824171,37.6161289893513
한일아파트후문,127.0371400005,37.6154856509,"1",송중동,127.033793824171,37.6161289893513
장미맨션,127.0371286153,37.6147442136,"1",송중동,127.033793824171,37.6161289893513
한일아파트정문,127.0371149982,37.6139772435,"1",송중동,127.033793824171,37.6161289893513
강북문화정보도서관.해모로아파트,127.0368319191,37.6263100731,"1",번3동,127.046607942442,37.6258733091828
참누리아파트,127.0478075576,37.622923477,"1",장위3동,127.056605765307,37.6165491221755
인덕대입구,127.0573150615,37.628520462,"1",월계1동,127.063001311172,37.6198903481161
삼창아파트,127.0596782388,37.6182338135,"1",월계1동,127.063001311172,37.6198903481161
월계1동주민센터,127.063451105,37.619363316,"1",월계1동,127.063001311172,37.6198903481161
월계주공2단지앞,127.0548222936,37.6289188127,"1",월계2동,127.050744898159,37.6324920497049
경희맨션,127.0569678053,37.595624173,"1",이문1동,127.065505630651,37.5978219540523
딩동슈퍼,127.0568928567,37.5956612482,"1",이문1동,127.065505630651,37.5978219540523
장위중학교,127.0405848691,37.6119173238,"1",월곡1동,127.035775560243,37.6105530868712
월곡청소년센터,127.0404052229,37.6110199223,"1",월곡1동,127.035775560243,37.6105530868712
월곡인조잔디구장,127.0394407938,37.6086600452,"1",월곡1동,127.035775560243,37.6105530868712
월곡1동밤골경로당,127.0403956785,37.6074502135,"1",월곡1동,127.035775560243,37.6105530868712
초림빌라,127.0410308589,37.6074568456,"1",월곡1동,127.035775560243,37.6105530868712
동덕여대후문,127.040829,37.606631,"1",월곡1동,127.035775560243,37.6105530868712
월곡초교,127.046122715,37.6091149077,"1",장위2동,127.054518647758,37.612405557741
월곡초등학교후문,127.0454671122,37.6113706184,"1",월곡2동,127.047886454934,37.6057915694944
누구나교회,127.0448958744,37.6119083067,"1",장위1동,127.043737294008,37.6140462415576
태광빌라,127.0439306201,37.6122197761,"1",장위1동,127.043737294008,37.6140462415576
장위1동노인정,127.043044981,37.6116020139,"1",장위1동,127.043737294008,37.6140462415576
하트마트편의점,127.0414159794,37.612020549,"1",장위1동,127.043737294008,37.6140462415576
동덕여대오거리,127.0423605951,37.6043556295,"1",월곡2동,127.047886454934,37.6057915694944
동덕여대정문앞,127.0412407894,37.6058750873,"1",월곡2동,127.047886454934,37.6057915694944
두산아파트3단지,127.038847725,37.6051689886,"1",월곡1동,127.035775560243,37.6105530868712
동방주택,127.0436972641,37.6166192546,"1",장위1동,127.043737294008,37.6140462415576
국민은행사거리,127.0481967359,37.6136553947,"1",장위1동,127.043737294008,37.6140462415576
장월초교.참누리아파트,127.0483028688,37.6233561997,"1",장위3동,127.056605765307,37.6165491221755
석계역문화공원,127.0643177157,37.6146171407,"1",월계1동,127.063001311172,37.6198903481161
꿈의숲동문앞,127.0460835091,37.6205986866,"1",장위3동,127.056605765307,37.6165491221755
꿈의숲코오롱하늘채아파트,127.0458004834,37.6189432926,"1",장위3동,127.056605765307,37.6165491221755
장곡시장,127.0470502796,37.6180947695,"1",장위1동,127.043737294008,37.6140462415576
래미안장위퍼스트하이아파트,127.0512423493,37.6186030455,"1",장위1동,127.043737294008,37.6140462415576
성가복지병원앞,127.0312882353,37.6059726603,"1",길음2동,127.02731160121,37.6066955102538
